,0
4094,SPAM1
4095,MSI2
4096,MORF4L1
4097,SETBP1
4098,WDR1
4099,ZNF540
4100,SCG2
4101,LRTOMT
4102,TBCA
4103,TMEM147
4104,MYO1G
4105,SLC28A1
4106,GNG3
4107,TERC
4108,IL27
4109,DPPA2
4110,SLC25A47
4111,DCUN1D5
4112,XAGE3
4113,TSN
4114,SPANXN2
4115,SCN1B
4116,LITAF
4117,CD276
4118,MIR107
4119,CACNA2D4
4120,CPSF4
4121,PLAAT2
4122,AP3M2
4123,MAGEA2B
4124,TRL-TAG1-1
4125,UBE2E2
4126,PCOTH
4127,STMN1
4128,KBTBD6
4129,PLS3
4130,PMVK
4131,CDH5
4132,GARRE1
4133,LBX2
4134,KRT8
4135,PRCP
4136,ELOA
4137,C19orf56
4138,KRT5
4139,GUCA2B
4140,BRD8
4141,TENT4B
4142,CENPW
4143,CHAF1B
4144,HCRT
4145,NAV3
4146,PGK2
4147,CCN3
4148,CDSN
4149,TSPOAP1
4150,MAMDC4
4151,HAP1
4152,MYO9A
4153,LYRM4
4154,CD5
4155,ENPP7
4156,ARPC5
4157,RPS5
4158,MC2R
4159,PSMD11
4160,ZKSCAN8
4161,TIMM17A
4162,COG2
4163,NOSTRIN
4164,TLR9
4165,SLC5A5
4166,GNLY
4167,KLHL9
4168,VPRBP
4169,SOS2
4170,ZNF211
4171,ZNF200
4172,PMS2P1
4173,AKIRIN1
4174,APLN
4175,MTMR2
4176,CTU1
4177,B3GNT8
4178,TLX2
4179,EIF4G3
4180,GADD45B
4181,UBL5
4182,SF1
4183,PPP1R1A
4184,MTPN
4185,CLCN6
4186,SULT2B1
4187,CCNA1
4188,CCDC56
4189,MUC15
4190,LRRC8A
4191,EEA1
4192,AARS1
4193,AIG1
4194,LUZP2
4195,POGZ
4196,NDUFA8
4197,OGDH
4198,ANAPC7
4199,GPR84
4200,PGPEP1
4201,CYYR1
4202,GABRR2
4203,PCDHB13
4204,AMER2
4205,APPL1
4206,RSF1
4207,WDR7
4208,CXCL12
4209,LSM6
4210,RAPGEF4
4211,GFRAL
4212,RANBP10
4213,RPL5
4214,ADCYAP1
4215,GAGE2E
4216,ARHGDIB
4217,DDX39B
4218,HMGXB4
4219,HIF1AN
4220,CXCL17
4221,EPB41L4A
4222,UMPS
4223,ST3GAL6
4224,RPS2
4225,PYY
4226,ESRRG
4227,C12orf4
4228,GNRH1
4229,RHAG
4230,GNA11
4231,ABL1
4232,TNNI3
4233,SLFN5
4234,UCHL1
4235,LRRC47
4236,MIR203A
4237,NAXE
4238,HPR
4239,EBI3
4240,POU3F2
4241,MCCC1
4242,TRV-AAC5-1
4243,PRDM5
4244,EVX1
4245,SLC4A11
4246,RSPH14
4247,SLC6A4
4248,GLUL
4249,HAVCR2
4250,ZNF644
4251,NLRP14
4252,TELO2
4253,AWAT1
4254,EBP
4255,UBA2
4256,MED23
4257,PEX2
4258,SOCS5
4259,CNTFR
4260,ROS1
4261,NDST1
4262,IL22RA1
4263,CLYBL
4264,SKOR1
4265,FZR1
4266,CNOT3
4267,TBX15
4268,LVRN
4269,CNKSR3
4270,ZNF175
4271,ADH5
4272,P2RY12
4273,TTBK1
4274,LSM12
4275,COL2A1
4276,CEP78
4277,MRPL42
4278,CTNND2
4279,TGM7
4280,FTX
4281,GPR176
4282,BRAFP1
4283,RSPO1
4284,ZNF264
4285,RBP3
4286,NUP160
4287,NACA2
4288,PDZRN4
4289,PCDHB10
4290,RPS9
4291,NFATC4
4292,LMO7
4293,TPSB2
4294,TMPRSS9
4295,MAP2K5
4296,ISM1
4297,TULP3
4298,PDCD4
4299,APOE
4300,TRG-TCC1-1
4301,PLD6
4302,NUDT10
4303,SERPINA3
4304,KIR2DL4
4305,OS9
4306,DACT3
4307,ZNF18
4308,MYCNUT
4309,UQCRC1
4310,IDUA
4311,CRLF2
4312,CCT3
4313,IKZF4
4314,FBXO31
4315,KLF13
4316,PLSCR4
4317,LRRK1
4318,ITGAX
4319,TTLL7
4320,PTRH2
4321,NWD1
4322,TNIP1
4323,UBE2S
4324,ATP6V0E2
4325,PTGES2
4326,BTNL10
4327,PAX6
4328,CTXN1
4329,ADAMTSL1
4330,TTTY5
4331,CMAS
4332,MYST3
4333,FLVCR1
4334,KATNAL2
4335,PFN3
4336,C5orf38
4337,PLAA
4338,CAPN9
4339,CAB39L
4340,ZNF692
4341,C12orf10
4342,TRIL
4343,PLCXD2
4344,CPB1
4345,CD300H
4346,ITIH5
4347,CLSTN1
4348,ZNF580
4349,FZD5
4350,ARL14EP
4351,FCMR
4352,CXCL6
4353,PCSK1N
4354,MTMR3
4355,PCBP4
4356,GRM7
4357,GRIA2
4358,RASSF4
4359,ARMCX1
4360,HEPH
4361,KCTD2
4362,RPL22
4363,SLC22A5
4364,WLS
4365,DEFB122
4366,EFHD2
4367,ANKRD31
4368,SECISBP2L
4369,MAGEE2
4370,FOXD2
4371,COL27A1
4372,FMR1-AS1
4373,DACH1
4374,DISP1
4375,SCARNA10
4376,GALK2
4377,CREB1
4378,PTPN5
4379,SSR2
4380,SLC9A3R1
4381,BET1
4382,SLC38A11
4383,IL36B
4384,CASTOR2
4385,FBXO47
4386,GCC2
4387,PPAN
4388,TAFA5
4389,MRPS30
4390,KCNMA1
4391,PLB1
4392,TRK-CTT2-3
4393,CAPN8
4394,NPRL2
4395,RNF212
4396,MYCBP2
4397,SAR1B
4398,SNHG32
4399,CGB7
4400,TNNT3
4401,PRSS36
4402,RFX6
4403,TRR-TCT2-1
4404,PLXNA4
4405,MAGEB4
4406,IARS2
4407,DPH5
4408,ACTR1B
4409,PGAM2
4410,OXA1L
4411,RPL7L1
4412,RHOXF2
4413,EPB41L3
4414,ZDHHC24
4415,PEAR1
4416,ACAD9
4417,PLA2G5
4418,BMF
4419,VSX1
4420,APOL2
4421,B3GALT6
4422,TMEM222
4423,MXD1
4424,SNAP91
4425,SPRR2F
4426,CHAF1A
4427,NBEAL1
4428,ZSCAN20
4429,KDM8
4430,IRAIN
4431,EFNB2
4432,LTBP3
4433,TNNT2
4434,CENPH
4435,RMDN3
4436,MRPL13
4437,IGHG3
4438,ZNF202
4439,GALNT5
4440,C1QTNF9B
4441,C7
4442,CPM
4443,ORC4
4444,FGD2
4445,HOXC11
4446,IL31
4447,TBC1D3F
4448,UBXN6
4449,PUM1
4450,H2BC7
4451,UBE2G2
4452,TM2D1
4453,CDC25A
4454,SLC1A3
4455,PARL
4456,SEC14L4
4457,MGAT3
4458,RAB2A
4459,KCNQ3
4460,INAVA
4461,CFL2
4462,MAP7D3
4463,STAR
4464,YEATS2
4465,SAMSN1
4466,MIR7-1
4467,CSN2
4468,EFCAB2
4469,LEP
4470,ENO1
4471,CPQ
4472,LARP6
4473,PRRG4
4474,GPC6
4475,RNF38
4476,KLRD1
4477,FMN2
4478,ZC3HAV1
4479,FTL
4480,BATF2
4481,GPR50
4482,MIR145
4483,TYRO3
4484,PILRA
4485,RHOC
4486,C8G
4487,SOX13
4488,SELENOM
4489,PHLPP2
4490,MIR371A
4491,ZNF582
4492,PDGFRB
4493,MAN2A2
4494,MTRF1L
4495,DHX33
4496,PDE4B
4497,EDC3
4498,NSMAF
4499,SCGB2B2
4500,SMARCAD1
4501,SAMD12
4502,PRKY
4503,ECEL1
4504,CCR9
4505,PLRG1
4506,NUP210
4507,CABP7
4508,NAPRT
4509,C1QBP
4510,ZNF224
4511,INPP1
4512,PDS5B
4513,POU2F2
4514,SEPHS2
4515,RASGRF1
4516,SUGT1
4517,NIPSNAP1
4518,NUAK2
4519,ATG9A
4520,APOBEC2
4521,PIGA
4522,ZNF396
4523,FBLN1
4524,MTAP
4525,SYTL2
4526,MIRLET7A2
4527,GLUD1
4528,ATG10
4529,SERPINA2
4530,GRHL2
4531,MAGI2
4532,CLOCK
4533,CYHR1
4534,NCR3
4535,ADGRV1
4536,COQ6
4537,SIN3B
4538,CASKIN1
4539,IL1RAPL1
4540,PPEF1
4541,OPN1LW
4542,NEURL2
4543,EBLN1
4544,DGKE
4545,YIPF4
4546,TNS4
4547,CALU
4548,C1QB
4549,GMEB1
4550,ITSN2
4551,HLA-F
4552,XRCC3
4553,GTF2H3
4554,TUFM
4555,KCNS1
4556,MC3R
4557,ETS1
4558,ITGB3
4559,TUBB2B
4560,NUDT4
4561,DCC
4562,HECW2
4563,LASP1
4564,ALDH3B1
4565,CCDC103
4566,RNF7
4567,IFI44L
4568,PLCL2
4569,HOXB-AS1
4570,NID1
4571,SNORA2C
4572,GRHL3
4573,TRIM40
4574,UBTF
4575,SP6
4576,MRPL16
4577,PRANCR
4578,P2RY13
4579,TMEM233
4580,POLR2C
4581,C18orf54
4582,TNFRSF19
4583,TRO
4584,LCE2B
4585,SLC26A5
4586,SIGLEC8
4587,MYBBP1A
4588,RPSA
4589,COPS7A
4590,CATSPERZ
4591,MRPL40
4592,NFYC
4593,NID2
4594,TNFRSF21
4595,ADH1B
4596,NHLH1
4597,MIR297
4598,USH1G
4599,WWP1
4600,NCKAP5L
4601,MYH11
4602,F8
4603,FOXK1
4604,AKT1
4605,NYX
4606,ZBTB8OS
4607,STOX1
4608,CUBN
4609,SNTB2
4610,DECR2
4611,DPP3
4612,SLC2A8
4613,PLK3
4614,SULT1A4
4615,CRYAB
4616,PFN1
4617,L2HGDH
4618,PKNOX2
4619,PODXL
4620,CLEC17A
4621,SNORD3A
4622,AKAP11
4623,BAIAP2
4624,CNTD1
4625,MYL3
4626,ATP1A3
4627,TMEM230
4628,N4BP3
4629,SERINC4
4630,ANGPT2
4631,ABI3
4632,NMNAT1
4633,C19orf48
4634,PLAAT3
4635,MAGT1
4636,FKBP6
4637,ACP4
4638,LMAN2
4639,NOL4L
4640,KIF11
4641,MMP1
4642,ART3
4643,PARP10
4644,ADPRHL1
4645,NUCKS1
4646,PAPPA-AS1
4647,NOXA1
4648,GSTA3
4649,MBD3L1
4650,ESA4
4651,CDK5
4652,PRKAR1A
4653,MED13
4654,GPR17
4655,TMEFF2
4656,C7orf31
4657,IFITM1
4658,SLC22A7
4659,CFHR1
4660,HBG1
4661,PCOLCE
4662,RPL7
4663,AP3D1
4664,NIPA2
4665,ATP1B3
4666,TGM6
4667,USH2A
4668,ATP5H
4669,ROBO2
4670,ETV3
4671,SLC15A3
4672,GJB7
4673,BRIP1
4674,TUBG2
4675,ABCA3
4676,SARDH
4677,ANGPTL7
4678,CILK1
4679,TNFRSF1B
4680,SACS
4681,ALPP
4682,PIGW
4683,RAB23
4684,DKC1
4685,FRS3
4686,FN3K
4687,RPL4
4688,ATP6V1D
4689,CCDC12
4690,PLA2G2F
4691,SLC26A3
4692,RPS21
4693,APOO
4694,PCSK2
4695,WNT9A
4696,CNOT7
4697,CYP27A1
4698,NAGPA
4699,ZNF123P
4700,WDR3
4701,MIEN1
4702,ZNF804A
4703,PHF5A
4704,OTOF
4705,XPOT
4706,CNTNAP3
4707,CDC6
4708,TBR1
4709,C17orf61
4710,ORC5
4711,DEFB118
4712,SLC25A31
4713,DOHH
4714,MEIOC
4715,SH3BP2
4716,GLIPR1L2
4717,TEX12
4718,NAIP
4719,RAB22A
4720,PRAC2
4721,LHX8
4722,MRPL2
4723,ST8SIA4
4724,MAGEA6
4725,MT-ND5
4726,DSCR4
4727,SEPTIN7P2
4728,SFRP1
4729,ULBP3
4730,HMGN2
4731,CSMD1
4732,GGT5
4733,RLN1
4734,AKR1D1
4735,CLIP2
4736,VGLL1
4737,LEPROT
4738,KLHL7
4739,RRP8
4740,TASL
4741,ZFAT
4742,PLPBP
4743,HIGD1A
4744,CDK11A
4745,ESYT1
4746,H4C8
4747,GAR1
4748,JHY
4749,FAM120B
4750,PARD6A
4751,ZNF619
4752,YPEL2
4753,SGSM1
4754,ZEB2
4755,APLP1
4756,GYG1
4757,MSN
4758,PPP1R9A
4759,ANXA9
4760,NSUN7
4761,ETF1
4762,TMEM14C
4763,HSPA13
4764,GOSR2
4765,OBSL1
4766,VIPR1
4767,P4HA1
4768,LY6G6F
4769,CMBL
4770,MAN1A1
4771,TATDN1
4772,AHNAK2
4773,NAALAD2
4774,ZNF29P
4775,ST6GALNAC4
4776,IL13RA1
4777,MIR505
4778,ALG5
4779,STEAP1
4780,KHDC4
4781,SEMA4A
4782,STOX2
4783,UBP1
4784,AKR1A1
4785,PLEKHG6
4786,LETM1
4787,RARG
4788,SLC29A4
4789,GPHA2
4790,SCAP
4791,DUSP2
4792,KCNB2
4793,RIOX2
4794,LINC01082
4795,HTR3B
4796,RPUSD4
4797,PRKG2
4798,MAP4K2
4799,SPAG6
4800,ANKRD11
4801,DDX21
4802,ANXA10
4803,SWI5
4804,NPTX2
4805,USP16
4806,DMAC2
4807,OAZ1
4808,NMI
4809,DPYSL3
4810,TENM4
4811,PHETA1
4812,CST7
4813,ZNF208
4814,WDR83OS
4815,GPR183
4816,POP5
4817,FST
4818,EPHA8
4819,TAS2R3
4820,ZNF174
4821,RHD
4822,HSF2
4823,CYP2A13
4824,BPIFB3
4825,ERFE
4826,PRCC
4827,RPL41
4828,BCL7C
4829,ZFP1
4830,STX11
4831,UBE2J1
4832,GPR119
4833,CALN1
4834,FBXO9
4835,RFXAP
4836,AANAT
4837,CLK1
4838,CALML3
4839,MPV17
4840,KCNE3
4841,SLC22A17
4842,SPRY2
4843,MRPL12
4844,CA8
4845,FLRT1
4846,FKBP7
4847,CCM2
4848,RIC8A
4849,FBLN2
4850,CCL17
4851,TMEM123
4852,USP14
4853,POU2AF1
4854,CYBC1
4855,BIRC2
4856,MSRB1
4857,RFK
4858,ANGEL1
4859,PI4K2A
4860,KLC2
4861,CETN1
4862,ZNF415
4863,PROCR
4864,CALD1
4865,TNF
4866,PCDHGC5
4867,ZNF687
4868,CDC16
4869,ZNF292
4870,EGFLAM
4871,UGT2A1
4872,PPBPP2
4873,SH3PXD2B
4874,MIR106B
4875,PEX26
4876,SUCNR1
4877,H3-3A
4878,FOSL2
4879,ACVR2B
4880,IL36A
4881,PRKAR2B
4882,CPSF2
4883,PDF
4884,BRCA2
4885,MIR215
4886,KLK12
4887,ZNF276
4888,KIAA0586
4889,TMEM94
4890,SORCS3
4891,CD160
4892,CASC15
4893,NAA30
4894,DNAJC9
4895,CLDN14
4896,EIF3K
4897,DCLRE1C
4898,KCNH6
4899,IP6K1
4900,CDV3
4901,MIR128-2
4902,PA2G4
4903,CARS2
4904,ZNF23
4905,SPICE1
4906,SEMA4G
4907,PNPLA1
4908,WSCD2
4909,NF1
4910,MCFD2
4911,TMEM243
4912,PIP5KL1
4913,IFT74
4914,ZPBP
4915,SPOPL
4916,HHIP
4917,MYEOV
4918,IGFBP5
4919,FBXO16
4920,CDKN2B
4921,THAP10
4922,RCN2
4923,P2RX5
4924,LZTFL1
4925,IHO1
4926,UBAP1
4927,NOTCH2NLC
4928,CCPG1
4929,TM4SF20
4930,CTSO
4931,AMPD1
4932,MOV10L1
4933,ADAMTS15
4934,SIPA1L3
4935,SRCIN1
4936,SETD6
4937,ANKRD49
4938,ZNF683
4939,TRA2A
4940,TXNDC15
4941,LAGE3
4942,KNCN
4943,FAM161A
4944,SNX13
4945,UVSSA
4946,PSMD6
4947,RELL2
4948,AGO1
4949,PIP5K1C
4950,ADAMTS13
4951,BSCL2
4952,SLC12A5
4953,PTGES
4954,DKK1
4955,HEPN1
4956,TRIO
4957,POLI
4958,PLPPR5
4959,INPP4A
4960,SUMO4
4961,UPB1
4962,CABP4
4963,FGGY
4964,CEND1
4965,XAGE2
4966,NXF4
4967,SULT6B1
4968,GUCA1B
4969,FANCG
4970,LTA4H
4971,LEUTX
4972,RNF115
4973,MIR551A
4974,ASAH2
4975,ADAM12
4976,TDG
4977,GATAD1
4978,SLC36A4
4979,TAGLN3
4980,FANCD2
4981,KIF5C
4982,CPPED1
4983,ALG1
4984,PLS1
4985,PART1
4986,NCDN
4987,NMS
4988,SRPX
4989,MYL5
4990,PRRX1
4991,NECTIN2
4992,TUB
4993,TMEM120A
4994,TANK
4995,GPM6B
4996,IRS1
4997,LGTN
4998,TRIM21
4999,SLC20A1
5000,ADORA2B
5001,KCTD11
5002,ESRP1
5003,HBE1
5004,COG5
5005,TSEN15
5006,C2CD4B
5007,BTF3P13
5008,ROPN1
5009,MICAL1
5010,SULT1E1
5011,ACTN1
5012,NMNAT3
5013,MAS1L
5014,PANK4
5015,IL1RAPL2
5016,HOMER2
5017,HACD4
5018,SRARP
5019,KCNK4
5020,SGK2
5021,LCE1A
5022,RDH12
5023,NUP62
5024,ST8SIA6
5025,TTR
5026,MIR4276
5027,ATP1A2
5028,SLC6A20
5029,AGL
5030,VCX
5031,NCKAP5
5032,C1orf43
5033,SEC23IP
5034,KLF1
5035,GON4L
5036,PRF1
5037,TMED4
5038,TSSK2
5039,SLC11A2
5040,MIR224
5041,TAAR9
5042,HELT
5043,PRH2
5044,CT47A6
5045,IFI35
5046,RAD9B
5047,EPO
5048,KLK13
5049,CCNF
5050,KIF4A
5051,MARCHF3
5052,TRIM71
5053,BRI3
5054,CDR1
5055,MPHOSPH10
5056,CSMD2
5057,MYH10
5058,H2AC11
5059,MIR133A1
5060,GAB2
5061,PRLHR
5062,GUCY1B1
5063,GPAT4
5064,SRPK2
5065,CSNK2A1
5066,PODXL2
5067,SHLD3
5068,KIAA0430
5069,MIR34C
5070,TBC1D3G
5071,CATSPERD
5072,FDCSP
5073,MIR29B1
5074,PAGE3
5075,POLG
5076,PRKD1
5077,KIR2DL3
5078,ATXN2
5079,BEND3
5080,TBC1D22B
5081,DNHD1
5082,PHOX2A
5083,HS3ST3A1
5084,NUDT18
5085,MLXIP
5086,MIR20A
5087,OTOG
5088,RNASEH1
5089,SLC13A3
5090,VIM
5091,RGS20
5092,H2BC10
5093,FHL5
5094,IKZF1
5095,TTLL8
5096,COG7
5097,NPPA
5098,SLF2
5099,LCK
5100,RFX4
5101,HELLPAR
5102,IGF2
5103,ATP8A1
5104,NAB1
5105,AKTIP
5106,TACC1
5107,SYNDIG1L
5108,RBM12
5109,VN1R1
5110,FAT2
5111,CALCR
5112,CES1
5113,KLC3
5114,DCP2
5115,CAMK1D
5116,SARAF
5117,RTP1
5118,ERDA1
5119,PNLIP
5120,TMEM114
5121,EFNA3
5122,NSUN4
5123,HPCAL4
5124,NXF1
5125,ABCA9
5126,MIR449B
5127,BMP1
5128,IRAK4
5129,PUDP
5130,SLC22A4
5131,SNORD50B
5132,H3C10
5133,TMUB1
5134,MT-TR
5135,CWC22
5136,SLCO1A2
5137,CCBE1
5138,LRGUK
5139,STK31
5140,RNF25
5141,SPN
5142,GPC5
5143,MAGEA9B
5144,KRT82
5145,CNOT4
5146,TSBP1
5147,CCKBR
5148,TET1
5149,MIF
5150,TPPP3
5151,TBC1D20
5152,CACNA2D3
5153,SPARCL1
5154,MARCHF7
5155,FAAP20
5156,PLXNA3
5157,CHD9
5158,ZBTB46
5159,CDS2
5160,CDC7
5161,KIAA0753
5162,CPA4
5163,RCBTB2
5164,FXYD6
5165,FAM90A14
5166,TBX20
5167,ACAD8
5168,CYP1A2
5169,ALDH3A2
5170,JUND
5171,STRA13
5172,UCN
5173,ARAP3
5174,GGT7
5175,PSMB6
5176,JAG1
5177,C4B
5178,FOXE1
5179,CRTC1
5180,E2F5
5181,AXL
5182,SLC12A3
5183,KRT75
5184,RNF208
5185,THAP8
5186,ITPK1
5187,ZXDA
5188,ZNF146
5189,KLHL11
5190,RAD54B
5191,PARVA
5192,MTHFD1L
5193,REPS1
5194,CHMP5
5195,ASXL3
5196,CFAP126
5197,HNRNPH2
5198,GALNT18
5199,ZNF335
5200,LAMP1
5201,SRD5A1
5202,ORC6
5203,HK3
5204,CADM2
5205,DDX50
5206,ING5
5207,ARHGAP42
5208,THRAP3
5209,ZNF473
5210,ENTPD4
5211,PTEN
5212,FRG1B
5213,TBX2
5214,PRSS16
5215,BCL6
5216,USP2
5217,PSMD9
5218,UBE2Q2
5219,POLR3G
5220,MIR214
5221,FUCA1
5222,SOX30
5223,ADAMTS6
5224,MMD2
5225,ZNF397
5226,SPRN
5227,DLX3
5228,PAX5
5229,CYP27B1
5230,ASPG
5231,CNGA1
5232,GALNT9
5233,RXFP3
5234,MIR15A
5235,FYN
5236,PLPP3
5237,MAP1S
5238,CRHR1
5239,ZNF711
5240,MCHR2
5241,CTH
5242,KLK14
5243,MS4A10
5244,DHRS7
5245,S100A11
5246,SLC25A37
5247,TRAPPC4
5248,PPP2CB
5249,CEACAM6
5250,SENP5
5251,YIF1A
5252,SNRPA
5253,FAM38B
5254,EPN3
5255,PFN1P2
5256,ORMDL1
5257,CASP3
5258,LPCAT2
5259,GKN2
5260,CCDC66
5261,AKIP1
5262,BIN3
5263,RAD51
5264,KDM5A
5265,ACCS
5266,EHMT2
5267,ANO6
5268,ATP13A2
5269,FLAD1
5270,NOTUM
5271,TCAF2
5272,BECN2
5273,ZER1
5274,HLA-DRB5
5275,CTAG1A
5276,NDUFB8
5277,ICOS
5278,GLIPR2
5279,DMTF1
5280,SLAIN1
5281,GDF7
5282,ARSI
5283,NFATC3
5284,SHMT1
5285,PIN1
5286,NUDT2
5287,MSH6
5288,GPR62
5289,UBL4B
5290,LINC01194
5291,GALNT13
5292,CCT7
5293,VTRNA1-3
5294,LHFPL5
5295,NT5DC3
5296,MPZL3
5297,SATB1
5298,ZNF234
5299,TTC37
5300,MIR155
5301,AKT1S1
5302,PGM5
5303,CYP2D6
5304,MRTFA
5305,CD244
5306,CASC11
5307,CDH3
5308,CPA5
5309,FTCD
5310,MICU2
5311,KEL
5312,ARSL
5313,S100A10
5314,AICDA
5315,SIN3A
5316,ATP6AP1
5317,ADORA2A
5318,CCER2
5319,RPS6KC1
5320,VDAC1P4
5321,NFKBIZ
5322,TEAD1
5323,BBS12
5324,TRPC3
5325,RANBP2
5326,UBASH3A
5327,GSAP
5328,SEPTIN8
5329,ATG4D
5330,MRPS34
5331,HIF3A
5332,HPS5
5333,POLN
5334,CRLF3
5335,POLR1F
5336,SPAG1
5337,PDIK1L
5338,LUC7L3
5339,SMIM3
5340,MNDA
5341,OTOP3
5342,SLC16A8
5343,DPCD
5344,DDAH2
5345,TRAF3IP3
5346,MIR27A
5347,RREB1
5348,SLC48A1
5349,OTP
5350,SNN
5351,SELENOF
5352,MIA3
5353,ANKRD9
5354,MIR95
5355,TRIP11
5356,PROCA1
5357,PPM1E
5358,MREG
5359,HOXA10
5360,TMEM256
5361,FNDC3A
5362,TERB2
5363,FANK1
5364,WIPI2
5365,URAD
5366,SLC10A7
5367,NUDT16
5368,SHROOM4
5369,DRC1
5370,RAB1A
5371,TESC
5372,SIGIRR
5373,ZNRD1
5374,KLHDC8A
5375,LAMC2
5376,ZNF8
5377,HPS4
5378,CSE1L
5379,RGP1
5380,BRD7
5381,ZBTB25
5382,EIF2B3
5383,CRCT1
5384,NOVA1
5385,TECTB
5386,PCDHA6
5387,GUCY2D
5388,SMAD9
5389,GMCL2
5390,MEPE
5391,CMTM7
5392,DPP6
5393,PRODH2
5394,KIDINS220
5395,XCL1
5396,C1QTNF5
5397,CLEC2D
5398,SNORD115-1
5399,BRINP1
5400,DMRTA1
5401,MPG
5402,THAP4
5403,LMLN
5404,MIR137
5405,KLHL24
5406,DLGAP4
5407,PAQR8
5408,ZFAND6
5409,TIMM44
5410,KIF24
5411,TOR1A
5412,HSPD1
5413,TGM3
5414,BAG6
5415,MAGOHB
5416,PCDH9
5417,LEXM
5418,RWDD2B
5419,LMTK3
5420,H1-5
5421,TAF6L
5422,RAMP1
5423,POLR2D
5424,TAFA4
5425,ME3
5426,RBFOX3
5427,DDAH1
5428,ECHS1
5429,GAS8-AS1
5430,XYLT2
5431,CA5B
5432,ZSCAN1
5433,TMBIM1
5434,MINAR1
5435,CATIP
5436,TRV-CAC3-1
5437,IL31RA
5438,MLN
5439,NRG4
5440,BAGE3
5441,GACAT2
5442,NKAIN1
5443,POLR3E
5444,CYP8B1
5445,CNTRL
5446,SULT1B1
5447,C1GALT1C1
5448,DDX17
5449,PDGFA
5450,C4orf46
5451,WIF1
5452,TFDP3
5453,H2AC7
5454,BNIP1
5455,DDX54
5456,TYMP
5457,VPS52
5458,MT-ND3
5459,CGN
5460,UHRF1BP1
5461,LINC00261
5462,TLR8
5463,IZUMO2
5464,MUC8
5465,TTLL1
5466,NCF2
5467,ASPRV1
5468,DTNA
5469,OPA3
5470,LGR6
5471,FARP2
5472,MLH1
5473,MYCN
5474,KRT34
5475,TBC1D10A
5476,CAPN2
5477,JAG2
5478,MIR135B
5479,ZNF34
5480,FADD
5481,SFRS2IP
5482,DMD
5483,GABRA4
5484,MLF2
5485,TM6SF1
5486,ABCD1
5487,TNFRSF1A
5488,RBM17
5489,GABPB1
5490,CACNB1
5491,NPW
5492,P2RY4
5493,LMX1A
5494,MRPS22
5495,GFRA2
5496,DBH
5497,GFI1B
5498,MAMSTR
5499,PDE6A
5500,S1PR1
5501,IRF2BP2
5502,DMAC1
5503,WDR59
5504,ADGRE5
5505,CHRNB4
5506,RPL10L
5507,FBXO38
5508,XAGE1A
5509,RRP1
5510,RBBP5
5511,CEP83
5512,RACK1
5513,RDH11
5514,RPUSD3
5515,EXOC7
5516,MYO3A
5517,PCAT1
5518,GYPC
5519,TF
5520,KLRF1
5521,RTL9
5522,UGT1A10
5523,ANK1
5524,SDHAF3
5525,RALGAPB
5526,IL17A
5527,RUNDC3B
5528,HIF1A-AS1
5529,ALDH9A1
5530,HEYL
5531,FGFR4
5532,PPP1R15B
5533,ZNF480
5534,PSMC4
5535,TDRD7
5536,C1orf35
5537,SAMD11
5538,STN1
5539,ZNF189
5540,IL17F
5541,RPL10
5542,ZNF7
5543,FGFBP1
5544,UHRF2
5545,TSPO2
5546,DUSP22
5547,SLC39A6
5548,DIP2B
5549,SELP
5550,MTF2
5551,GTF2H2
5552,RFLNA
5553,WNT7A
5554,CDA
5555,APOA4
5556,RNU6ATAC
5557,CLNS1A
5558,PCID2
5559,PIKFYVE
5560,FOLR1
5561,RASGEF1A
5562,WNK2
5563,C17orf106
5564,ZNF655
5565,MYO5C
5566,KCTD15
5567,ACKR4
5568,SPAAR
5569,SLC25A11
5570,TRPT1
5571,NARF
5572,MSS51
5573,GEMIN8
5574,DIO3
5575,GMNN
5576,ZSCAN12
5577,BCL2L14
5578,SSX7
5579,CD93
5580,PLPP1
5581,KMT2C
5582,ERG28
5583,GABRR1
5584,NDRG1
5585,KLK4
5586,RIC3
5587,AIDA
5588,TBX6
5589,TRIP6
5590,ADRA2C
5591,POTEA
5592,NLRP2
5593,DAGLA
5594,GET4
5595,ASF1B
5596,UQCRFS1
5597,ZFHX3
5598,ARHGAP10
5599,PNRC1
5600,FBF1
5601,PRG2
5602,CCSAP
5603,BOD1L
5604,BMS1
5605,EPG5
5606,CD48
5607,SNORD73A
5608,TP53COR1
5609,INE1
5610,SYT3
5611,RNY3
5612,CDK5RAP2
5613,IL17C
5614,SMARCA1
5615,GIMAP6
5616,NOC3L
5617,SLITRK6
5618,PAEP
5619,TDGF1
5620,CHST5
5621,ATP13A3
5622,IPPK
5623,SFTPB
5624,PPP1R12B
5625,AIMP1
5626,PI4K2B
5627,OTOGL
5628,EXOSC8
5629,PTPN13
5630,CNTNAP2
5631,SSTR1
5632,DPYSL2
5633,CTPS1
5634,COL22A1
5635,GTF2B
5636,BRD4
5637,LYPD3
5638,ESRRA
5639,UBE3B
5640,MRPL33
5641,SPIDR
5642,ELF4
5643,GALK1
5644,APOL6
5645,HSD17B11
5646,GBP3
5647,FOXD4
5648,MLST8
5649,CACNA1S
5650,PROS1
5651,PAGR1
5652,PPIH
5653,SAPCD2
5654,ATG2A
5655,ARID1A
5656,COL13A1
5657,TP53INP2
5658,LHPP
5659,PPARG
5660,NKIRAS2
5661,TAAR8
